time (s),pt1,pt2,pt3,pt4,pt5,pt6,pt7,pt8,pt9
3.23E-05,110.1186585,92.7329722,84.33153369,78.19961247,92.48182984,76.44571254,95.58185253,104.5901924,91.65649645
0.0000325,110.1186585,99.13997756,84.8325131,70.12855155,106.1687605,57.64906087,87.60340074,106.5270478,95.92227049
3.28E-05,105.2154158,100.9103343,87.00342387,64.56848736,115.4834771,55.13084916,82.65676062,108.0765321,100.3033357
0.000033,97.45194822,94.75623705,90.00930032,62.23684754,130.8812741,71.94890592,82.5769761,109.5291737,104.9149834
3.33E-05,92.14010199,85.90445334,92.84818363,65.82398573,114.1528033,101.9875741,87.84275429,115.6302682,102.9550331
0.0000335,91.32289487,78.65442097,92.68119049,72.9982621,82.59682439,134.9041986,96.29991319,127.154558,95.8069793
3.38E-05,95.40893044,77.47418314,89.84230718,79.45511084,68.81484564,154.7800839,103.9592269,131.0282688,94.19290264
0.000034,102.1508891,81.52071284,86.66943759,82.5041783,61.97138032,143.8078757,108.1878064,118.0513375,93.61644668
3.43E-05,107.0541318,85.14572902,85.50048564,83.22160594,73.28210771,110.4415706,107.3101767,110.8849725,96.95989121
0.0000345,109.3014514,89.27656142,86.66943759,81.24867993,97.99462134,72.39858658,101.8848295,112.4344568,106.2984776
3.48E-05,106.6455282,88.264929,88.33936896,75.68861574,110.5409744,51.17365933,94.78400735,113.1123562,105.8373129
0.000035,102.3551909,85.48293983,89.67531404,66.72077028,112.6320333,50.72397867,89.43844465,108.560746,100.5339181
3.53E-05,98.67775889,86.41026955,91.01125913,57.5735679,100.2757764,67.36216316,89.11930658,107.4954755,93.15528192
0.0000355,97.65625,85.82015064,92.01321795,54.52450044,96.09365875,95.781981,94.46486928,118.8260797,89.23538145
3.58E-05,99.29066423,85.39863713,91.84622481,60.44327845,95.33327372,125.4609047,103.4805198,122.9903188,89.8118374
0.000036,103.172398,88.18062629,91.01125913,71.92212065,75.84840721,146.5059597,112.1770323,115.1460544,88.5436343
3.63E-05,106.84983,90.11958844,89.34132777,82.32482139,72.33162642,147.2254487,117.0438879,114.7586833,92.46353478
0.0000365,106.84983,92.14285329,88.84034836,84.29774739,76.89393663,120.6942897,116.6449653,106.2365195,91.54120526
3.68E-05,104.1939069,90.79401006,89.84230718,77.84089866,78.60480296,92.27447184,111.1398335,98.87646891,86.23781049
0.000037,101.5379838,87.59050738,91.3452454,69.41112392,90.67591538,69.16088581,103.2411663,98.19856952,81.62616287
3.73E-05,98.06485356,86.41026955,93.01517676,62.05749063,93.62240739,54.50129623,97.49668096,102.5564942,79.78150383
0.0000375,94.59172333,91.63703708,93.51615617,58.64970936,91.0561079,57.91886926,96.93818934,112.8218279,86.46839287
3.78E-05,94.59172333,98.54985864,92.51419736,58.47035245,103.1272203,80.94251916,101.0869843,119.0197652,92.69411716
0.000038,98.06485356,101.1632424,90.00930032,60.44327845,107.5944824,113.4993991,107.7090993,114.6618405,95.46110573
3.83E-05,101.333682,97.36962081,88.00538268,65.46527191,105.6935198,142.5487698,113.4535846,111.950243,97.88222073
0.0000385,101.9465873,90.79401006,87.50440328,73.35697592,106.4539049,149.1141075,114.8897059,116.986067,94.42348502
3.88E-05,100.9250785,86.74748036,87.83838955,80.5312523,88.29971215,135.0840709,110.5813419,116.7923815,86.23781049
0.000039,99.08636245,85.98875604,89.50832091,82.86289212,69.95542319,109.6321454,104.118796,110.6912869,80.1273774
3.93E-05,98.06485356,84.2183993,91.3452454,79.81382466,66.72378679,82.38149727,99.25194036,112.337614,82.08732764
0.0000395,97.45194822,85.31433443,91.51223854,72.81890519,67.48417183,64.57414306,97.33711193,121.0534634,90.50358454
3.98E-05,97.86055178,91.21552357,90.17629345,66.36205646,84.21264259,66.01312118,97.73603452,124.1524321,99.15042383
0.00004,99.90356956,97.87543703,87.67139641,65.46527191,110.25583,80.58277463,99.4115094,118.2450231,104.3385274
4.03E-05,101.9465873,100.0673073,85.33349251,70.48726537,119.760643,102.6171271,102.6826746,118.6323941,105.4914393
0.0000405,103.5810016,97.03241001,83.99754742,78.91704011,116.3389103,125.9105854,105.6347018,122.6029477,104.4538186
4.08E-05,102.9680962,91.63703708,83.83055428,86.98810103,104.5529423,145.4267261,106.2729779,124.8303315,99.03513264
0.000041,100.1078713,86.74748036,85.33349251,91.83073758,85.16312388,151.5423831,103.9592269,123.3776899,98.2280943
4.13E-05,98.26915533,87.92771819,87.83838955,92.01009449,69.76532693,128.1589887,99.33172488,115.2428972,102.6091595
0.0000415,98.67775889,94.16611814,88.84034836,89.49909776,76.41869598,93.98325835,95.58185253,115.0492116,106.4137688
4.18E-05,100.7207767,99.98300458,88.17237582,82.86289212,100.0856802,71.58916139,94.46486928,122.0218911,107.7972631
0.000042,103.172398,100.0673073,85.83447191,75.15054502,119.8556911,67.4520993,96.22012868,125.4113881,103.6467803
4.23E-05,105.4197176,92.3957614,82.66160233,71.56340683,126.8892527,81.66200821,99.97000102,126.7671869,100.4186269
0.0000425,106.2369247,87.50620468,81.99362979,74.07440356,124.227905,101.0882128,103.7996579,116.1144821,100.4186269
4.28E-05,105.8283211,87.67481008,83.99754742,79.27575393,106.4539049,119.0754393,105.2357792,101.9754376,102.263286
0.000043,103.9896051,87.75911278,86.66943759,85.19453194,86.01855704,136.9727296,103.4805198,107.8828466,105.8373129
4.33E-05,102.1508891,87.42190198,88.84034836,90.39588231,76.98898476,145.7864706,99.8902165,114.0807839,108.0278455
0.0000435,102.1508891,84.72421551,89.67531404,90.93395304,77.17908102,140.9299195,97.33711193,109.5291737,104.7996922
4.38E-05,103.5810016,81.77362094,88.84034836,84.4771043,89.82048222,121.9533955,97.33711193,108.7544315,99.26571502
0.000044,106.4412265,82.61664796,87.67139641,74.25376047,104.8380867,95.96185327,100.1295701,112.9186707,95.34581454
4.43E-05,108.4842442,86.24166415,85.66747878,66.54141337,113.1072739,77.52494612,103.6400888,112.2407713,94.88464978
0.0000445,107.0541318,92.22715599,83.83055428,66.00334264,113.0122258,74.19730923,106.2729779,103.0407081,98.11280311
4.48E-05,104.1939069,98.54985864,82.82859547,71.74276374,108.8301081,88.40721814,106.8314696,102.9438653,100.0727534
0.000045,100.9250785,97.45392352,85.16649937,80.17253848,111.1112632,113.3195268,105.9538399,110.7881297,99.61158859
4.53E-05,100.3121731,91.97424789,88.50636209,85.91195958,108.3548674,137.7821548,104.5177185,105.8491484,94.53877621
0.0000455,102.3551909,89.36086412,91.51223854,85.55324576,107.309338,151.0027663,104.278365,99.74805385,88.31305192
4.58E-05,105.6240194,87.25329657,91.84622481,79.81382466,113.5825146,143.1783228,105.3155637,98.5859406,82.08732764
0.000046,109.7100549,87.33759927,89.17433464,74.25376047,113.6775627,124.8313518,106.432547,104.9775635,78.39800954
4.63E-05,110.9358656,91.13122086,84.99950623,73.89504665,104.8380867,107.9233589,106.2729779,114.1776267,82.31791002
0.0000465,109.0971496,94.75623705,82.32761606,77.48218484,94.09764804,93.44364156,105.9538399,106.9144189,86.58368406
4.68E-05,106.0326229,97.20101541,80.6576847,79.63446775,88.67990467,83.550667,106.5123315,103.912293,85.43077216
0.000047,102.5594927,96.8638046,81.32565724,76.58540029,87.72942337,82.92111407,107.5495302,106.9144189,85.08489859
4.73E-05,100.5164749,93.32309112,84.49852683,70.12855155,97.80452508,98.74987337,107.4697457,108.2702177,86.1225193
0.0000475,100.5164749,88.09632359,88.17237582,65.82398573,118.4299691,126.360266,105.6347018,116.0176393,92.34824359
4.78E-05,103.3766998,85.65154523,90.844266,68.15562555,125.3684826,151.8121915,103.5603043,123.5713754,101.9174124
0.000048,106.4412265,86.74748036,90.34328659,75.15054502,115.9587178,159.0070821,102.9220282,123.765061,109.6419222
4.83E-05,108.688546,91.29982627,87.50440328,82.5041783,99.51539141,139.6708136,103.4805198,127.3482435,113.9076962
0.0000485,108.8928478,98.63416134,82.9955886,82.86289212,85.25817201,111.3409319,103.5603043,131.1251116,113.792405
4.88E-05,107.6670371,101.9219667,78.8207602,75.15054502,78.03451418,89.3965156,103.0815972,130.8345833,109.9877957
0.000049,104.6025105,99.39288566,78.65376707,64.38913045,78.22461044,81.75194435,102.6028901,128.8008851,107.2208072
4.93E-05,102.3551909,96.10508028,81.82663665,57.75292481,89.72543409,87.77766522,102.8422437,121.8282056,107.2208072
0.0000495,102.5594927,93.91321003,86.66943759,56.85614026,102.9371241,102.1674464,103.0815972,116.8892243,110.4489605
4.98E-05,104.8068122,91.13122086,89.34132777,60.98134918,114.628044,118.895567,103.0018127,121.8282056,117.7123055
0.00005,109.3014514,91.55273438,90.00930032,67.79691173,121.4715093,134.1847095,103.3209508,129.5756272,124.1686122
5.03E-05,113.3874869,95.00914516,89.0073415,76.22668647,115.1983327,147.8550017,104.3581495,130.0598411,126.8203095
0.0000505,116.04341,97.62252892,87.170417,82.5041783,96.47385127,150.6430218,105.3953482,128.413514,124.2839034
5.08E-05,115.8391083,99.81439917,84.49852683,85.37388885,74.04249275,131.4866256,105.6347018,126.9608724,119.211091
0.000051,112.1616763,98.71846405,82.82859547,84.11839048,73.28210771,102.7070632,104.437934,120.7629351,115.9829376
5.13E-05,108.2799425,97.70683162,83.99754742,78.55832629,92.10163732,82.47143341,103.6400888,110.9818153,112.9853667
0.0000515,106.6455282,98.21264783,87.170417,70.84597919,109.3053487,78.96392424,104.5975031,103.5249219,110.6795429
5.18E-05,107.8713389,97.53822622,90.51027972,63.312989,121.281413,91.01536598,106.3527625,100.9101671,110.9101253
0.000052,112.365978,97.79113432,92.34720422,60.80199227,123.1823756,110.8013151,108.5069444,99.36068276,112.1783284
5.23E-05,116.4520136,97.70683162,91.67923168,66.54141337,114.7230921,131.3067533,110.7409109,102.3628087,113.1006579
0.0000525,119.1079367,96.8638046,89.50832091,78.55832629,109.5904931,144.3474925,112.8950929,101.394381,107.7972631
5.28E-05,119.3122385,94.92484246,87.00342387,89.31974085,100.9411133,143.8078757,113.5333691,100.2322677,103.0703243
0.000053,117.4735225,91.97424789,86.66943759,92.72752213,94.2877443,131.6664978,111.9376787,97.13329904,100.8797917
5.33E-05,113.7960905,91.72133978,87.170417,85.91195958,97.32928444,111.7906126,109.7037122,95.29328639,98.91984145
0.0000535,111.7530727,93.99751273,89.0073415,72.46019138,96.94909192,92.54428023,108.8260825,105.5586201,91.54120526
5.38E-05,111.9573745,96.02077758,90.67727286,60.08456463,93.43231113,81.84188048,109.6239277,114.2744695,83.47082192
0.000054,114.6132976,97.62252892,92.68119049,54.52450044,86.30370143,83.64060313,110.6611264,112.6281424,80.93441573
5.43E-05,117.0649189,97.20101541,93.34916304,58.64970936,79.55528425,96.68134232,110.5015574,111.7565574,85.89193692
0.0000545,118.9036349,91.88994518,92.01321795,71.0253361,85.63836453,118.5358225,110.90048,112.337614,92.57882597
5.48E-05,117.882126,87.92771819,88.84034836,84.29774739,103.4123647,140.3903027,113.2940155,115.2428972,96.26814407
0.000055,113.7960905,89.95098304,85.83447191,92.1894514,125.0833382,149.2040436,116.4853962,119.3102935,100.4186269
5.53E-05,110.527262,95.85217218,84.99950623,93.26559286,136.3940656,136.523049,117.2034569,117.5671237,95.34581454
0.0000555,109.7100549,103.1022045,87.33741014,88.78167013,128.3149746,111.8805487,114.3312143,127.154558,82.31791002
5.58E-05,110.9358656,105.799891,89.67531404,81.78675066,107.4043861,92.18453571,110.8206955,131.5124826,72.63345001
0.000056,112.365978,103.0179018,90.00930032,74.97118811,90.10562661,83.37079473,109.6239277,131.2219543,67.79122001
5.63E-05,114.0003923,99.39288566,89.84230718,70.30790846,86.01855704,88.04747361,111.6983252,138.0977911,70.67349978
0.0000565,115.8391083,95.93647488,89.67531404,69.59048083,91.7214448,102.6171271,114.7301368,140.6157031,80.24266859
5.68E-05,116.6563154,94.25042084,89.67531404,74.97118811,102.3668353,117.8163334,116.7247498,139.9378037,89.69654621
0.000057,114.6132976,96.18938299,89.17433464,82.32482139,117.8596804,131.4866256,117.1236724,135.6767218,97.0751824
5.73E-05,111.1401674,99.56149107,88.84034836,88.78167013,134.2079586,139.6708136,116.3258272,128.6071995,96.49872645
0.0000575,108.4842442,100.0673073,89.17433464,90.39588231,139.2455095,139.940622,114.8099214,126.5735013,89.46596383
5.78E-05,107.8713389,98.88706945,89.84230718,86.62938721,121.3764612,128.4287971,113.1344465,129.0914134,85.31548097
0.000058,108.8928478,99.39288566,90.67727286,76.94411411,97.89957321,107.5636143,111.1398335,129.8661555,83.12494835
5.83E-05,110.7315638,99.56149107,91.84622481,66.00334264,80.50576554,89.48645173,109.7037122,134.9019796,81.2802893
0.0000585,111.9573745,100.2359127,93.01517676,59.00842317,75.65831095,83.550667,108.9856516,137.71042,81.39558049
5.88E-05,112.5702798,99.64579377,93.1821699,60.80199227,92.10163732,92.81408863,109.3047896,140.5188603,84.73902502
0.000059,110.7315638,96.8638046,93.34916304,70.48726537,107.7845787,111.430868,110.2622038,140.0346465,89.35067264
5.93E-05,109.0971496,96.18938299,93.85014244,81.96610757,121.3764612,128.6086693,110.8206955,126.6703441,90.9647493
0.0000595,107.4627354,96.35798839,94.35112185,87.70552867,128.7902152,138.4117078,110.6611264,111.1755008,92.80940835
5.98E-05,107.4627354,95.09344786,94.18412872,86.80874412,120.6160761,139.8506859,109.3845741,98.10172675,95.57639692
0.00006,109.3014514,95.26205326,94.18412872,81.96610757,112.6320333,131.2168172,107.7090993,90.25746232,95.23052335
6.03E-05,110.9358656,96.44229109,94.51811499,76.04732956,101.2262577,114.3987604,107.3101767,96.45539964,93.15528192
0.0000605,111.7530727,97.53822622,95.68706694,71.92212065,88.48980841,97.49076752,108.5069444,109.5291737,93.03999073
6.08E-05,111.3444691,102.2591775,96.52203262,71.20469301,88.39476028,90.20594079,111.1398335,120.9566206,95.11523216
0.000061,109.5057531,104.4510478,96.02105321,74.07440356,96.18870688,94.52287515,113.9322917,127.9293001,100.4186269
6.13E-05,106.4412265,102.5963883,94.68510812,78.19961247,110.7310707,107.9233589,116.0864737,121.4408345,106.7596424
0.0000615,105.011114,97.87543703,94.68510812,83.75967666,122.8972312,122.5829485,117.682164,109.6260165,114.368861
6.18E-05,104.3982087,94.25042084,96.18804635,88.06424249,118.8101617,134.1847095,117.6023795,97.9080412,121.2863324
0.000062,106.2369247,95.17775056,97.3569983,90.03716849,114.3428996,140.2104304,116.4056117,87.15849365,121.1710412
6.23E-05,108.8928478,97.36962081,96.85601889,87.88488558,112.9171776,135.9834322,114.7301368,83.76899668,116.4441024
0.0000625,110.7315638,99.89870187,96.02105321,82.14546448,108.1647712,123.9319904,114.1716452,88.80482076,112.6394931
6.28E-05,110.527262,101.5004532,95.35308067,75.86797265,107.309338,107.1139337,115.0492749,104.4933496,111.1407076
0.000063,108.8928478,100.15161,95.5200738,72.63954828,107.5944824,94.52287515,117.3630259,120.375564,110.1030869
6.33E-05,106.2369247,96.02077758,95.35308067,72.63954828,103.5074128,93.80338609,119.9161305,119.4071363,109.526631
0.0000635,104.1939069,90.54110195,95.18608753,75.32990192,97.13918818,103.8762329,120.8735447,108.3670604,111.7171636
6.38E-05,104.8068122,87.42190198,96.18804635,79.45511084,90.86601164,120.6942897,119.4374234,97.42382735,114.2535698
0.000064,107.2584336,87.16899387,97.02301203,83.40096285,93.05211862,134.2746457,116.5651808,93.74380206,114.0229874
6.43E-05,110.1186585,90.54110195,97.69098457,83.75967666,101.6064503,139.940622,114.4907833,101.8785948,112.8700755
0.0000645,111.7530727,96.44229109,97.3569983,81.06932302,112.9171776,136.523049,114.4907833,107.7860038,110.6795429
6.48E-05,111.9573745,101.5847559,96.52203262,76.7647572,121.6616055,126.1803938,115.527982,114.2744695,105.8373129
0.000065,110.9358656,104.7882586,95.68706694,73.17761901,117.4794879,113.2295907,116.2460427,125.2177025,101.1103741
6.53E-05,109.7100549,106.4743126,95.18608753,71.56340683,105.6935198,100.3687238,116.8045343,130.8345833,98.45867669
0.0000655,109.5057531,107.4016424,95.18608753,73.53633283,95.33327372,92.54428023,118.1608711,137.5167344,99.4962974
6.58E-05,110.7315638,108.1603667,96.02105321,77.12347102,92.76697423,96.41153393,119.9161305,139.0662188,100.8797917
0.000066,113.7960905,109.0033937,96.18804635,80.35189539,104.1727497,110.1717622,120.5544067,134.4177658,98.45867669
6.63E-05,117.2692207,108.076064,96.35503948,82.86289212,123.2774237,125.5508408,119.4374234,124.8303315,96.49872645
0.0000665,120.5380492,104.3667451,96.68902576,83.40096285,133.5426217,134.2746457,118.3204402,117.3734381,97.30576478
6.68E-05,122.3767652,99.81439917,96.52203262,82.32482139,137.8197875,134.8142625,118.8789318,113.9839411,93.84702907
0.000067,122.3767652,95.85217218,96.35503948,80.71060921,130.786226,128.6986055,120.2352686,110.9818153,87.85188716
6.73E-05,120.5380492,96.52659379,95.5200738,78.7376832,113.0122258,116.4672915,121.4320364,118.1481803,83.81669549
0.0000675,119.1079367,100.2359127,94.51811499,77.12347102,101.3213059,103.24668,121.4320364,130.0598411,83.12494835
6.78E-05,119.1079367,102.0905721,94.68510812,76.22668647,90.29572286,96.86121459,120.6341912,142.746244,84.39315145
0.000068,120.3337474,101.5847559,95.68706694,76.7647572,90.86601164,101.7177657,119.5172079,147.9757537,84.9696074
6.83E-05,122.9896705,98.54985864,96.85601889,78.55832629,105.6935198,112.9597823,118.8789318,139.1630615,86.58368406
0.0000685,124.2154812,96.18938299,97.3569983,81.60739375,121.0913168,124.8313518,119.3576389,126.1861303,90.73416692
6.88E-05,124.2154812,94.75623705,97.02301203,84.11839048,129.6456484,133.4652205,120.5544067,115.8239538,93.61644668
0.000069,122.7853687,94.41902624,96.35503948,86.4500303,128.9803115,136.9727296,121.7511744,115.8239538,93.50115549
6.93E-05,119.9251438,96.27368569,95.18608753,88.06424249,120.6160761,135.6236877,121.9107435,123.4745327,90.38829335
0.0000695,117.882126,98.21264783,94.51811499,88.06424249,110.4459263,128.6986055,120.5544067,131.8998537,84.50844264
6.98E-05,116.6563154,99.56149107,95.5200738,85.55324576,103.0321722,118.8056309,119.1980699,141.0030742,81.2802893
0.00007,117.4735225,99.30858296,97.02301203,83.04224903,108.6400118,108.8227202,118.6395782,139.8409609,81.97203644
7.03E-05,117.6778243,97.70683162,98.85993652,83.22160594,115.0082365,105.4950833,119.1182853,131.9966965,87.73659597
0.0000705,117.6778243,94.84053975,99.52790907,86.09131649,119.0953061,113.4993991,120.3150531,125.3145453,96.15285288
7.08E-05,116.4520136,90.70970735,99.52790907,90.57523922,133.4475736,126.8099467,122.4692351,117.5671237,102.1479948
0.000071,113.7960905,88.09632359,98.52595025,96.13530341,140.1959908,137.0626658,125.1021242,114.6618405,104.684401
7.13E-05,110.527262,88.6021398,97.69098457,99.9017985,131.3565147,141.5594724,127.0169526,115.5334255,102.4938684
0.0000715,107.4627354,91.04691816,96.68902576,99.7224416,121.6616055,137.5123464,127.6552288,118.7292369,97.65163835
7.18E-05,105.8283211,92.7329722,96.52203262,93.9830205,111.5865038,128.7885416,126.5382455,120.2787212,93.73173788
0.000072,105.4197176,92.7329722,96.68902576,86.4500303,103.5074128,119.4351838,124.463848,121.5376773,91.54120526
7.23E-05,105.8283211,92.4800641,96.68902576,81.78675066,108.5449637,112.060421,122.2298815,116.598696,92.2329524
0.0000725,105.4197176,90.87831276,97.85797771,82.68353521,119.760643,109.0925286,121.1128983,113.5965701,94.99994097
7.28E-05,103.5810016,88.3492317,99.36091593,87.70552867,125.1783863,110.4415706,121.5118209,120.2787212,98.80455026
0.000073,100.7207767,86.83178306,99.36091593,95.05916195,128.5050709,117.3666528,123.9851409,128.1229857,103.0703243
7.33E-05,98.06485356,85.56724253,99.02692966,101.3366538,130.5010816,127.9791164,126.7775991,134.9988224,103.4161979
0.0000735,97.04334467,82.44804256,98.19196398,102.950866,122.707135,136.4331128,127.8147978,138.0977911,100.7645005
7.38E-05,96.02183577,78.31721016,97.85797771,99.9017985,112.7270814,137.5123464,126.2191074,131.6093254,97.99751192
0.000074,96.43043933,77.22127503,97.3569983,93.9830205,110.7310707,131.5765617,123.4266493,126.4766586,98.57396788
7.43E-05,96.83904289,79.24453988,98.02497084,88.42295631,110.1607819,122.7628207,120.5544067,130.0598411,102.0327036
0.0000745,96.63474111,83.54397768,98.02497084,85.19453194,109.5904931,115.1182495,118.4800092,134.1272375,105.2608569
7.48E-05,96.02183577,88.4335344,97.69098457,85.37388885,107.4994343,110.6214428,117.6023795,135.579879,107.105516
0.000075,93.77451621,90.54110195,97.3569983,88.78167013,107.0241936,109.4522731,118.1608711,138.1946338,111.4865812
7.53E-05,91.32289487,90.03528574,97.3569983,94.70044813,108.069723,114.128952,120.8735447,138.4851621,115.8676465
0.0000755,90.09708421,86.49457225,97.85797771,99.36372778,114.1528033,122.8527569,124.7032016,137.8072627,117.8275967
7.58E-05,90.30138598,84.0497939,97.69098457,100.0811554,131.6416591,130.407392,128.1339359,133.1588097,118.1734703
0.000076,92.34440377,84.55561011,96.85601889,96.13530341,141.7167608,133.4652205,129.4104882,128.3166712,113.2159491
7.63E-05,95.00032688,85.39863713,96.85601889,90.75459613,133.732718,132.475923,127.8945823,130.4472122,104.5691098
0.0000765,97.45194822,86.15736145,97.52399144,85.91195958,125.2734345,126.360266,124.304279,130.6408977,97.99751192
7.68E-05,99.08636245,87.50620468,98.02497084,84.11839048,115.7686215,115.2981217,120.4746221,123.8619038,95.57639692
0.000077,99.90356956,87.84341549,97.85797771,83.58031975,105.2182792,106.1246362,118.3204402,113.7902556,97.0751824
7.73E-05,100.9250785,86.91608576,97.52399144,83.93903357,107.7845787,105.7648917,118.7991473,107.3986327,98.3433855
0.0000775,101.9465873,84.3870047,97.85797771,85.91195958,116.3389103,113.2295907,121.5916054,105.0744062,98.2280943
7.78E-05,104.6025105,83.12246417,98.69294339,88.2435994,124.227905,123.0326291,125.5010468,106.8175761,98.80455026
0.000078,108.4842442,84.1340966,99.86189534,90.93395304,131.6416591,129.4180945,128.2137204,110.7881297,97.30576478
7.83E-05,111.3444691,86.91608576,100.0288885,92.36880831,132.4970923,130.407392,127.8147978,113.5965701,93.50115549
0.0000785,114.8175994,91.29982627,98.35895712,91.47202377,121.6616055,126.1803938,124.463848,113.1123562,90.38829335
7.88E-05,115.8391083,96.6108965,96.35503948,86.98810103,108.3548674,120.6942897,119.836346,107.9796894,90.73416692
0.000079,115.4305047,99.64579377,95.0190944,79.81382466,95.9035625,115.2981217,115.527982,99.45752554,95.46110573
7.93E-05,114.204694,99.39288566,95.0190944,74.25376047,93.71745552,110.5315067,113.054662,91.41957557,101.3409564
0.0000795,113.3874869,98.46555594,95.5200738,74.25376047,102.5569315,105.4051472,112.7355239,85.0279527,102.4938684
7.98E-05,112.5702798,96.8638046,96.02105321,78.55832629,115.4834771,105.0454026,114.7301368,84.64058161,98.68925907
0.00008,113.1831851,96.10508028,96.18804635,84.4771043,128.9803115,111.5208042,117.6023795,92.19431773,92.46353478
8.03E-05,113.5917887,95.68356677,95.35308067,87.70552867,136.0138731,119.8848645,120.5544067,100.6196388,86.58368406
0.0000805,113.7960905,94.33472354,93.68314931,86.80874412,135.253488,125.9105854,122.4692351,107.689161,83.7014043
8.08E-05,113.5917887,91.55273438,91.51223854,83.22160594,129.360504,125.2810324,123.4266493,112.1439285,83.47082192
0.000081,112.365978,89.69807493,89.34132777,78.37896938,118.2398729,119.7949284,123.1075112,115.8239538,86.23781049
8.13E-05,109.9143567,89.69807493,89.34132777,74.43311738,107.8796268,112.9597823,121.7511744,117.6639664,94.07761145
0.0000815,106.84983,91.29982627,91.01125913,72.81890519,107.7845787,108.1032311,119.836346,118.6323941,103.0703243
8.18E-05,104.3982087,91.80564248,93.51615617,74.07440356,110.3508782,106.664253,119.1182853,117.9544947,107.2208072
0.000082,103.3766998,89.61377223,95.18608753,76.94411411,118.334921,108.8227202,119.995915,119.7945074,107.2208072
8.23E-05,103.3766998,85.82015064,96.02105321,79.27575393,126.1288676,112.1503571,122.0703125,123.765061,108.0278455
0.0000825,103.3766998,83.62828039,95.0190944,81.06932302,123.1823756,115.8377385,124.304279,121.9250483,108.4890103
8.28E-05,103.172398,82.78525337,93.01517676,81.78675066,117.2893916,120.6043535,125.7404003,122.7966333,107.105516
0.000083,103.5810016,82.61664796,90.67727286,81.96610757,112.5369851,124.2017988,126.3786765,123.765061,104.2232362
8.33E-05,103.5810016,83.79688579,89.0073415,80.35189539,109.6855412,124.0219266,126.3786765,123.1840044,102.0327036
0.0000835,103.9896051,85.06142632,88.17237582,77.48218484,109.495445,117.0069082,126.298892,125.3145453,103.0703243
8.38E-05,103.5810016,85.39863713,88.67335523,75.50925883,113.202322,109.1824647,125.9797539,127.154558,106.6443512
0.000084,103.5810016,84.1340966,89.17433464,74.43311738,115.4834771,105.4051472,125.6606158,134.7082941,109.526631
8.43E-05,102.9680962,79.66605339,89.50832091,73.71568974,115.388429,106.9340614,124.6234171,138.5820049,112.5242019
0.0000845,102.5594927,75.8724318,87.83838955,73.17761901,115.8636697,112.2402932,123.1872958,137.1293633,112.9853667
8.48E-05,102.5594927,74.27068046,84.33153369,73.53633283,114.3428996,118.7156948,123.1075112,134.9019796,106.6443512
0.000085,102.7637945,74.86079938,79.82271902,74.07440356,108.2598193,120.9640981,124.7829861,128.2198284,98.45867669
8.53E-05,102.5594927,78.57011827,77.65180825,72.81890519,109.4003969,119.3452477,127.4956597,121.7313628,93.15528192
0.0000855,103.172398,82.27943715,78.31978079,69.41112392,116.0537659,115.7478024,128.3732894,118.8260797,92.92469954
8.58E-05,102.7637945,86.41026955,81.15866411,65.10655809,115.388429,113.0497184,127.0967371,117.0829098,98.57396788
0.000086,102.7637945,89.69807493,84.8325131,62.05749063,115.6735734,110.8013151,124.8627706,115.6302682,106.7596424
8.63E-05,102.3551909,92.31145869,87.67139641,60.08456463,118.8101617,107.5636143,123.1872958,112.5312996,113.6771138
0.0000865,101.333682,92.81727491,89.0073415,59.36713699,116.6240547,105.6749556,123.2670803,110.6912869,116.4441024
8.68E-05,101.5379838,91.97424789,89.17433464,60.98134918,117.3844397,108.013295,124.8627706,108.1733749,111.0254165
0.000087,102.9680962,91.04691816,88.50636209,64.20977355,121.7566537,113.3195268,126.9371681,99.65121108,101.8021212
8.73E-05,104.8068122,91.97424789,87.67139641,69.41112392,127.0793489,118.8056309,128.8519965,88.3206069,94.07761145
0.0000875,107.8713389,93.66030193,89.17433464,75.50925883,126.0338195,120.244609,129.9689798,83.47846837,89.00479906
8.78E-05,110.7315638,94.41902624,92.34720422,81.06932302,118.334921,117.9062696,129.8891953,82.99425451,88.31305192
0.000088,111.5487709,95.34635597,96.68902576,83.22160594,114.3428996,114.7585049,127.9743668,83.86583945,89.46596383
8.83E-05,111.5487709,95.17775056,99.52790907,80.88996611,109.1152525,113.5893352,125.5010468,89.57956292,93.73173788
0.0000885,110.1186585,94.33472354,101.0308473,76.58540029,107.4994343,114.6685688,123.9053564,97.71435566,99.26571502
8.88E-05,108.8928478,95.34635597,100.8638542,75.50925883,113.0122258,113.9490797,124.0649254,107.9796894,102.7244507
0.000089,107.6670371,96.6108965,99.6949022,79.63446775,116.5290066,114.0390159,126.2191074,111.4660291,103.3009067
8.93E-05,106.84983,96.9481073,98.02497084,87.34681485,122.707135,117.2767166,129.7296262,108.8512743,101.68683
0.0000895,107.4627354,94.08181544,96.35503948,95.59723268,130.0258409,123.3923736,133.7188521,101.9754376,98.3433855
8.98E-05,109.0971496,88.6021398,95.85406008,102.0540814,123.9427606,129.777839,136.0326031,95.39012917,96.15285288
0.00009,110.7315638,84.3870047,95.85406008,105.1031489,116.0537659,131.756434,135.0751889,95.48697194,93.96232026
9.03E-05,111.1401674,83.88118849,97.69098457,104.7444351,114.5329958,127.7992441,130.926394,99.94173939,93.03999073
